Date,"Close Price"
"2018-06-17 11:00:00",6508.83
"2018-06-17 12:00:00",6453.95
"2018-06-17 13:00:00",6487.09
"2018-06-17 14:00:00",6474.94
"2018-06-17 15:00:00",6518.13
"2018-06-17 16:00:00",6504.57
"2018-06-17 17:00:00",6498.04
"2018-06-17 18:00:00",6507
"2018-06-17 19:00:00",6522.56
"2018-06-17 20:00:00",6490.47
"2018-06-17 21:00:00",6496.28
"2018-06-17 22:00:00",6484.6
"2018-06-17 23:00:00",6444
"2018-06-18 00:00:00",6404.59
"2018-06-18 01:00:00",6427.14
"2018-06-18 02:00:00",6432.89
"2018-06-18 03:00:00",6413.4
"2018-06-18 04:00:00",6407.33
"2018-06-18 05:00:00",6426.75
"2018-06-18 06:00:00",6438.95
"2018-06-18 07:00:00",6438.68
"2018-06-18 08:00:00",6467.77
"2018-06-18 09:00:00",6460.06
"2018-06-18 10:00:00",6435.44
"2018-06-18 11:00:00",6425.13
"2018-06-18 12:00:00",6427.17
"2018-06-18 13:00:00",6435.71
"2018-06-18 14:00:00",6454.32
"2018-06-18 15:00:00",6454.77
"2018-06-18 16:00:00",6642.23
"2018-06-18 17:00:00",6729.8
"2018-06-18 18:00:00",6727.2
"2018-06-18 19:00:00",6702.69
"2018-06-18 20:00:00",6726.82
"2018-06-18 21:00:00",6717.21
"2018-06-18 22:00:00",6706.94
"2018-06-18 23:00:00",6708.84
"2018-06-19 00:00:00",6718.07
"2018-06-19 01:00:00",6713.64
"2018-06-19 02:00:00",6686.13
"2018-06-19 03:00:00",6687.49
"2018-06-19 04:00:00",6707.3
"2018-06-19 05:00:00",6704.21
"2018-06-19 06:00:00",6684.03
"2018-06-19 07:00:00",6702.31
"2018-06-19 08:00:00",6695.36
"2018-06-19 09:00:00",6714.77
"2018-06-19 10:00:00",6709.57
"2018-06-19 11:00:00",6731.55
"2018-06-19 12:00:00",6772.76
"2018-06-19 13:00:00",6755.06
"2018-06-19 14:00:00",6741.85
"2018-06-19 15:00:00",6743.72
"2018-06-19 16:00:00",6710.85
"2018-06-19 17:00:00",6720.62
"2018-06-19 18:00:00",6712.74
"2018-06-19 19:00:00",6742.46
"2018-06-19 20:00:00",6695.34
"2018-06-19 21:00:00",6719.97
"2018-06-19 22:00:00",6724.3
"2018-06-19 23:00:00",6741.46
"2018-06-20 00:00:00",6676.3
"2018-06-20 01:00:00",6624.7
"2018-06-20 02:00:00",6607.4
"2018-06-20 03:00:00",6609.84
"2018-06-20 04:00:00",6602.31
"2018-06-20 05:00:00",6596.67
"2018-06-20 06:00:00",6620.05
"2018-06-20 07:00:00",6627.69
"2018-06-20 08:00:00",6637.51
"2018-06-20 09:00:00",6641.28
"2018-06-20 10:00:00",6623.44
"2018-06-20 11:00:00",6633.18
"2018-06-20 12:00:00",6620.7
"2018-06-20 13:00:00",6734.86
"2018-06-20 14:00:00",6757.93
"2018-06-20 15:00:00",6756.51
"2018-06-20 16:00:00",6754.97
"2018-06-20 17:00:00",6751
"2018-06-20 18:00:00",6752.01
"2018-06-20 19:00:00",6753.27
"2018-06-20 20:00:00",6749.99
"2018-06-20 21:00:00",6718.72
"2018-06-20 22:00:00",6737.75
"2018-06-20 23:00:00",6757.97
"2018-06-21 00:00:00",6756.74
"2018-06-21 01:00:00",6756.59
"2018-06-21 02:00:00",6778.37
"2018-06-21 03:00:00",6769.87
"2018-06-21 04:00:00",6762.61
"2018-06-21 05:00:00",6754.3
"2018-06-21 06:00:00",6762.6
"2018-06-21 07:00:00",6757.25
"2018-06-21 08:00:00",6725.58
"2018-06-21 09:00:00",6735.08
"2018-06-21 10:00:00",6740.09
"2018-06-21 11:00:00",6733.75
"2018-06-21 12:00:00",6716.98
"2018-06-21 13:00:00",6729.3
"2018-06-21 14:00:00",6724.57
"2018-06-21 15:00:00",6716.76
"2018-06-21 16:00:00",6719.94
"2018-06-21 17:00:00",6712.63
"2018-06-21 18:00:00",6695.52
"2018-06-21 19:00:00",6714.89
"2018-06-21 20:00:00",6718.23
"2018-06-21 21:00:00",6708.97
"2018-06-21 22:00:00",6720.49
"2018-06-21 23:00:00",6716.82
"2018-06-22 00:00:00",6721.23
"2018-06-22 01:00:00",6640.18
"2018-06-22 02:00:00",6665.81
"2018-06-22 03:00:00",6667.59
"2018-06-22 04:00:00",6663.34
"2018-06-22 05:00:00",6655.92
"2018-06-22 06:00:00",6647.16
"2018-06-22 07:00:00",6502.06
"2018-06-22 08:00:00",6402.02
"2018-06-22 09:00:00",6328.94
"2018-06-22 10:00:00",6371.28
"2018-06-22 11:00:00",6357.15
"2018-06-22 12:00:00",6339.89
"2018-06-22 13:00:00",6115.92
"2018-06-22 14:00:00",6174.36
"2018-06-22 15:00:00",6140.38
"2018-06-22 16:00:00",6179.04
"2018-06-22 17:00:00",6152
"2018-06-22 18:00:00",6232.96
"2018-06-22 19:00:00",6195.02
"2018-06-22 20:00:00",6072.59
"2018-06-22 21:00:00",6013.79
"2018-06-22 22:00:00",6076.77
"2018-06-22 23:00:00",6053.71
"2018-06-23 00:00:00",6144.96
"2018-06-23 01:00:00",6141.77
"2018-06-23 02:00:00",6128.66
"2018-06-23 03:00:00",6112.77
"2018-06-23 04:00:00",6127.97
"2018-06-23 05:00:00",6096.51
"2018-06-23 06:00:00",6053.39
"2018-06-23 07:00:00",6112.48
"2018-06-23 08:00:00",6096.77
"2018-06-23 09:00:00",6127.52
"2018-06-23 10:00:00",6137.1
"2018-06-23 11:00:00",6156.24
"2018-06-23 12:00:00",6135.63
"2018-06-23 13:00:00",6154.95
"2018-06-23 14:00:00",6121.62
"2018-06-23 15:00:00",6111.22
"2018-06-23 16:00:00",6120.93
"2018-06-23 17:00:00",6139.12
"2018-06-23 18:00:00",6132.58
"2018-06-23 19:00:00",6148.22
"2018-06-23 20:00:00",6134.2
"2018-06-23 21:00:00",6237.66
"2018-06-23 22:00:00",6200.33
"2018-06-23 23:00:00",6169.88
"2018-06-24 00:00:00",6128.39
"2018-06-24 01:00:00",6105.66
"2018-06-24 02:00:00",6116.14
"2018-06-24 03:00:00",6084.49
"2018-06-24 04:00:00",5911.71
"2018-06-24 05:00:00",5900.74
"2018-06-24 06:00:00",5875.02
"2018-06-24 07:00:00",5869.37
"2018-06-24 08:00:00",5861.17
"2018-06-24 09:00:00",5882.86
"2018-06-24 10:00:00",5933.51
"2018-06-24 11:00:00",5918.26
"2018-06-24 12:00:00",5908.29
"2018-06-24 13:00:00",5935.96
"2018-06-24 14:00:00",5919.96
"2018-06-24 15:00:00",5786.29
"2018-06-24 16:00:00",6178.18
"2018-06-24 17:00:00",6189.45
"2018-06-24 18:00:00",6184.99
"2018-06-24 19:00:00",6180.25
"2018-06-24 20:00:00",6187.97
"2018-06-24 21:00:00",6160.2
"2018-06-24 22:00:00",6152.69
"2018-06-24 23:00:00",6149.63
"2018-06-25 00:00:00",6167.43
"2018-06-25 01:00:00",6145.36
"2018-06-25 02:00:00",6132.93
"2018-06-25 03:00:00",6134.37
"2018-06-25 04:00:00",6146.37
"2018-06-25 05:00:00",6147.59
"2018-06-25 06:00:00",6165.27
"2018-06-25 07:00:00",6150.67
"2018-06-25 08:00:00",6157.33
"2018-06-25 09:00:00",6165.38
"2018-06-25 10:00:00",6181.42
"2018-06-25 11:00:00",6226.93
"2018-06-25 12:00:00",6109.79
"2018-06-25 13:00:00",6131.96
"2018-06-25 14:00:00",6279.48
"2018-06-25 15:00:00",6289.2
"2018-06-25 16:00:00",6274.79
"2018-06-25 17:00:00",6279.32
"2018-06-25 18:00:00",6265.44
"2018-06-25 19:00:00",6258.15
"2018-06-25 20:00:00",6250.17
"2018-06-25 21:00:00",6262.56
"2018-06-25 22:00:00",6239.87
"2018-06-25 23:00:00",6244.39
"2018-06-26 00:00:00",6202.23
"2018-06-26 01:00:00",6228.17
"2018-06-26 02:00:00",6238.84
"2018-06-26 03:00:00",6237.51
"2018-06-26 04:00:00",6247.13
"2018-06-26 05:00:00",6246.28
"2018-06-26 06:00:00",6238.14
"2018-06-26 07:00:00",6225.01
"2018-06-26 08:00:00",6217.8
"2018-06-26 09:00:00",6187.06
"2018-06-26 10:00:00",6224.16
"2018-06-26 11:00:00",6202.36
"2018-06-26 12:00:00",6208.98
"2018-06-26 13:00:00",6177.35
"2018-06-26 14:00:00",6183.41
"2018-06-26 15:00:00",6185.93
"2018-06-26 16:00:00",6184.26
"2018-06-26 17:00:00",6177.56
"2018-06-26 18:00:00",6168.82
"2018-06-26 19:00:00",6168.66
"2018-06-26 20:00:00",6183.47
"2018-06-26 21:00:00",6222.92
"2018-06-26 22:00:00",6159.28
"2018-06-26 23:00:00",6081.94
"2018-06-27 00:00:00",6094.26
"2018-06-27 01:00:00",6084.99
"2018-06-27 02:00:00",6071.28
"2018-06-27 03:00:00",6040.75
"2018-06-27 04:00:00",6056.68
"2018-06-27 05:00:00",6074.94
"2018-06-27 06:00:00",6071.91
"2018-06-27 07:00:00",6076.21
"2018-06-27 08:00:00",6074.69
"2018-06-27 09:00:00",6097.16
"2018-06-27 10:00:00",6117.78
"2018-06-27 11:00:00",6094.78
"2018-06-27 12:00:00",6087.54
"2018-06-27 13:00:00",6090.35
"2018-06-27 14:00:00",6044.95
"2018-06-27 15:00:00",6109.97
"2018-06-27 16:00:00",6122.06
"2018-06-27 17:00:00",6121.09
"2018-06-27 18:00:00",6119.38
"2018-06-27 19:00:00",6143.86
"2018-06-27 20:00:00",6127.15
"2018-06-27 21:00:00",6120.15
"2018-06-27 22:00:00",6139
"2018-06-27 23:00:00",6132.99

"This data was produced from the CoinDesk price page."
http://www.coindesk.com/price/
